,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
"('text', '4244')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'худо')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'наполнить')",0.0,0.0,0.0,0.0,0.0,0.000101059566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', '34800')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', '28500')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'пояснить')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'круговорот')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.853697e-14,0.0,0.00038770295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'капитан')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'коленк')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'доить')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'армейский')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.636668e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9966097e-06,0.0,0.0,0.0,0.0,0.0
"('text', 'дослужить')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'истекать')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'выслужить')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6106855e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'налагать')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'мичман')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'ликвидироваться')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003860109,0.0,3.3197684e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'экономкласс')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013280992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'увольнение')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013221371,0.0,0.0,0.0,0.0,0.0
"('text', 'прапорщиковто')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.640496e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'аэромобильный')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'слюсарь')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'евдоким')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6106855e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'альберт')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6106855e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'присесть')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.640496e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'тёплый')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1576918e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3281031e-12,0.0,6.712387e-05,0.0022151757,0.0,0.0,0.0,0.0
"('text', '731')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'изношенный')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'першина')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6106855e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'заступить')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'поместить')",0.0,0.0,0.0,0.0,0.0,5.052978e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'красавец')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'звёздочка')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019832059,0.0,0.0,0.0,0.0,0.0
"('text', 'чехия')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.380821e-05,0.0,0.0,0.0,0.0,0.0,1.0875527e-08,0.0,0.0,0.0,2.9366101e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'радар')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'позиционный')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'целесообразность')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6106855e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'воробьв')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.937184e-15,0.0,0.0,0.0,0.0,0.0,0.00030979785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'альянс')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'присоединение')",0.0,0.0,0.0,0.0,0.0,0.00016044393,0.0,7.2899857e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3729837e-05,0.0,0.0,0.0,0.0,0.0003544482
"('text', 'супердержава')",0.0,0.00042992845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3220094e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'неразборчивый')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046202852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3967965e-06,0.0,0.0,0.0,0.0,0.0
"('text', 'окружный')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'ао')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'архив')",0.0,0.0,0.0,0.0,0.0,5.052979e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'ненецкий')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'деваться')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'несанкционированный')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6106855e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'взаимопонимание')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'командовать')",0.0,0.0,0.0,0.0,0.0,3.2183589e-15,0.0,0.00028414885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.313182e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'приятель')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1887175e-09,0.0,0.0,0.0,0.0,0.0,0.00015655046,0.0,0.0,0.0,3.308965e-05,0.0011116493,0.0,0.0,0.0,0.0
"('text', 'полцена')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.916028e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'атмосфера')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011336054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.363854e-05,2.5674756e-06,0.0,0.0,0.0,0.0
"('text', 'вишенина')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'удобрение')",0.0,0.0,0.0,0.0,0.0,0.00045091254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013473572,0.0,0.0,0.0,0.0,0.0
"('text', 'обозначиться')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'эээ')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013221371,0.0,0.0,0.0,0.0,0.0
"('text', 'лесокомбинат')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028482435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'широкомасштабный')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'исключать')",0.0,0.0,0.0,0.0,0.0,2.6779968e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.608934e-05,0.0,0.0,0.0,0.0,2.0341584e-12
"('text', 'кризисный')",0.0,0.0,0.0,0.0,0.0,5.0202143e-05,0.0,1.1281036e-15,0.0,3.7983798e-13,0.0,0.0,0.0,0.0,0.0,0.00015489421,0.0,0.0,0.0,9.937562e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'газпромбанк')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'сбербанк')",0.0,0.0,0.0,0.0,0.0,6.748461e-05,0.0,0.00047407835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'системообразующий')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'офис')",0.0,0.0,0.0,0.0,0.0,5.0529783e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'налогоплательщик')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.916029e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'краткосрочный')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'решающий')",0.0,0.0,0.0,0.0,0.0,5.0692528e-05,0.0,0.00028390702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'вкладчик')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'рухнуть')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3751079e-09,0.0,0.0003876747,0.0,3.3055338e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'разворачивание')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'сальник')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'алло')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'вдовый')",0.0,0.0,0.0,0.0,0.0,5.0529783e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'отставка')",0.0,0.0,0.0014640274,0.0,0.0,0.00013532293,0.0,0.00066311087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'репликаинициатива')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'димитровград')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'диапазон')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'тон')",0.0,0.0,0.0,0.0,0.0,5.052978e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'smsпользователь')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'организационно')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'электрогенерация')",0.0,0.0,0.0,0.0,0.0,5.0529783e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'обманный')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'красноречивый')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'омс')",0.0,0.0,0.0,0.0,0.0,0.00022307136,0.0,0.00045125457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3087246e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'ликвидность')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013221371,0.0,0.0,0.0,0.0,0.0
"('text', 'порождать')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'рационально')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028482435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'сверхзадача')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'сметь')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'замер')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'наблюдение')",0.0,0.0,0.0,0.0,0.0,5.038213e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.315001e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'коекаковать')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'масштабность')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'неизбежно')",0.0,0.0,0.0,0.0,0.0,5.381818e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027838512,0.0,7.747471e-05,0.0,0.0,0.002179859,0.0,0.0,0.0,1.0917176e-08
"('text', 'мечтать')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6106855e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'обмен')",0.0,0.0,0.0014628236,0.0,0.0,0.0002517287,0.0,0.0,0.0,1.3303852e-10,0.0,0.0,0.0,0.0,0.0,0.00015524402,0.0,0.0,0.0,3.373084e-05,4.2564277e-12,0.0,0.0,0.0,5.034927e-07
"('text', 'настаивать')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.916029e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'обходиться')",0.0,0.0,0.0,0.0,0.0,3.346843e-10,0.0,0.00025862976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010219991,0.0,0.0,0.0,0.0,0.0
"('text', 'шапкин')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', '97м')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'девальвация')",0.0,0.0,0.0,0.0,0.0,9.476676e-05,0.0,3.4933208e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.311585e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'примитивно')",0.0,0.0,0.0,0.0,0.0,5.0529783e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'неспособность')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6106855e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'лидий')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6106855e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'набраться')",0.0,0.0,0.0014730424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3056847e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'пробить')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.640496e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6996006e-14
"('text', 'отпускать')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.916029e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'безнаказанно')",0.0,0.0,0.0,0.0,0.0,5.0529783e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'нарожать')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'бьт')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.640496e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'надбавка')",0.0,0.0,0.0,0.0,0.0,5.0529783e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.916029e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'осенний')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'перерасчёт')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6106855e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'миша')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028482435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'уволить')",0.0,0.0,0.0,0.0,0.0,1.1590047e-13,0.0,0.0006076919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033000493,0.0,3.3557597e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'спекулятивный')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028399145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3150085e-05,0.0,0.0,0.0,0.0,0.0
"('text', '41')",0.0,0.0,0.0,0.0,0.0,9.2591785e-05,0.0,4.2949036e-10,0.0,8.16026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1027772e-05,0.0,0.0,0.0,0.0,0.0
