,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
"('text', 'перегружать')",0.0,0.0008689554,0.0,0.0,0.0,0.0,0.0006793778,0.0,0.0,7.495161e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'ошкуриный')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'итак')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00091137615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82174e-07,0.003635121,0.0,0.00013505046,0.0,0.0
"('text', 'встреча')",0.0,0.0004239192,0.0,0.0,0.0,0.0008973821,0.00055571325,0.000606246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039147798,0.0,0.0,0.00023077863,0.0,0.0
"('text', 'адаптировать')",0.0,0.0,0.0014731945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'предложение')",0.0,0.0,0.0,0.0,0.0,0.00031118642,0.0010779712,0.001469714,0.0,2.0535741e-10,0.0,0.0,0.0,0.0,0.0,0.000769596,0.0,0.00011206705,0.0,0.0006443794,0.0005705121,0.0,0.00085276156,0.0,6.067192e-16
"('text', 'тверская')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013274519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2140957e-08,0.0,0.0,1.5479257e-10,0.0,0.0
"('text', 'уплата')",0.0,0.0,0.0,0.0,0.0,0.0,2.2976724e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6128065e-05,0.0,0.0
"('text', 'ничто')",0.0,0.0023661344,0.0,0.0,0.0,0.0019339421,3.0643528e-07,0.0018283933,0.0,0.0009976043,0.0,0.0,0.0,0.0,0.0,0.000798064,0.0023059077,0.00010067957,0.0,0.0005093803,3.4121543e-09,0.0,0.0018869104,0.0,0.0012513794
"('text', 'огульно')",0.0,0.0,0.0014731945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'команда')",0.0,9.790418e-13,0.0,0.0,0.0,1.6637595e-06,0.000405214,4.46668e-05,0.0,0.0005644926,0.0,0.0,0.0,0.0,0.0,0.0004980797,0.0,0.0,0.0,1.0551304e-06,0.0,0.0,0.00022943829,0.0,0.0037890072
"('text', 'разорвать')",0.0,0.0,0.0,0.0,0.0,5.138556e-05,0.0006752807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'охрана')",0.0,0.0,0.0,0.0,0.0,0.0,2.1269662e-15,0.00028122382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013244827,0.0,0.0,0.00019941793,0.0,0.0
"('text', 'слуга')",0.0,0.0,0.0014661503,0.0,0.0,0.0,0.0,0.0,0.0,6.991457e-05,0.0,0.00050837477,0.0,0.0,0.0,0.00014728238,0.0,0.0,0.0,3.6399037e-08,0.0,0.0,0.0,0.0,0.0
"('text', 'ремарка')",0.0,0.0,0.0,0.0,0.0,5.0529783e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'осуществление')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.338945e-07,0.0,0.0,0.0,0.0,0.0,2.612531e-13,0.0,0.0,0.0,0.000109181834,0.0,0.0,6.6532615e-05,0.0,0.00073452335
"('text', 'мэр')",0.0,0.0,0.0048393747,0.0,0.0,0.0,0.0,0.0,0.0,1.952146e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003063209,0.0,0.0002795248,0.0,0.0,0.00023011501,0.0,0.0
"('text', 'собственник')",0.0,0.0,0.0,0.0,0.0,0.00011387072,0.0,0.00047730427,0.0,7.109342e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000723334,0.0,0.0,0.0,0.0,0.0,6.862102e-05,0.0,0.0
"('text', 'приезжий')",0.0,0.0,0.0,0.0,0.0,5.0529783e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'слабовидящий')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'поговорить')",0.0,0.0,0.0,0.0,0.0,0.00044056287,0.0,4.5901037e-14,0.0,4.251432e-07,0.0,0.0,0.0,0.0,0.0,0.0006253338,0.0005065131,0.0002541072,0.0,0.0002982761,0.0,0.0,0.00094095065,0.0,0.0
"('text', 'пролоббировать')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.635e-05,0.0,0.0
"('text', 'британец')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030979785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'огромный')",0.0,0.0016754182,4.3018506e-16,0.0,0.0,0.00097071467,0.0,0.000453467,0.0,0.0021363825,0.0,1.899109e-13,0.0,0.0,0.0,2.2525204e-07,0.002271446,0.0010911954,0.0,0.00070882036,0.00062279205,0.0,0.0005223415,0.0,0.0018507994
"('text', 'продавать')",0.0,0.0,0.0,0.0,0.0,0.00045498717,0.0,0.0005235214,0.0,0.00014534463,0.0,0.0,0.0,0.0,0.0,0.0,0.00042078117,0.000718052,0.0,0.00039831566,0.0010377639,0.0,4.590392e-12,0.0,1.4421522e-14
"('text', 'продолжить')",0.0,0.00017660683,0.0,0.0,0.0,0.00025530328,0.001025901,0.0006924841,0.0,0.00064889016,0.0,1.270839e-08,0.0,0.0,0.0,3.051708e-12,0.0005604103,8.916139e-07,0.0,5.818747e-05,0.0,0.0,0.00010318798,0.0,2.569098e-07
"('text', 'удешевление')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'протяжение')",0.0,0.0,0.0,0.0,0.0,5.6659985e-05,0.0,0.0004330975,0.0,1.3014664e-15,0.0,0.0,0.0,0.0,0.0,6.64559e-05,0.0,0.0010418558,0.0,0.00030577983,0.0,0.0,9.058046e-05,0.0,0.0011210216
"('text', 'дрова')",0.0,0.0,0.0,0.0,0.0,2.536742e-14,0.0,0.00056577026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.961038e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'устойчивый')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7259346e-06,0.0,2.3978208e-08,0.0,0.0,0.0,0.00030796448,0.0,0.0,0.0,6.5451626e-05,0.0,0.0,0.00033103634,0.0,0.00019353407
"('text', 'керчь')",0.0,0.0012963217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7749823e-06,0.0,0.0,0.0,0.0,0.0,0.0006154553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'предъявляться')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'услуга')",0.0,0.0004504334,0.0,0.0,0.0,0.0007961079,0.0,0.0015912496,0.0,0.0007182548,0.0,0.0,0.0,0.0,0.0,2.3710138e-06,0.0,0.00030268478,0.0,0.00019269879,0.0,0.0,0.00034325325,0.0,0.0
"('text', 'трансляция')",0.0,0.0,0.0,0.0,0.0,5.2556406e-05,0.0,0.0,0.0,0.00012358543,0.0,2.3796904e-15,0.0,0.0,0.0,0.0,3.4717194e-11,0.0,0.0,0.0,0.00011114547,0.0,0.0,0.0,0.0
"('text', 'вникать')",0.0,0.0,0.0,0.0,0.0,0.0,0.0006869143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'добыча')",0.0,0.0,0.0,0.0,0.0,9.4916817e-07,0.0,0.0,0.0,4.4237853e-13,0.0,0.0,0.0,0.0,0.0,3.731709e-12,0.0,0.0010354783,0.0,0.00019889347,0.0,0.0,0.0,0.0,0.001254041
"('text', 'организаторский')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'перенестись')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019905002,0.0,0.0
"('text', 'функционирование')",0.0,0.0,7.1628424e-13,0.0,0.0,8.591991e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002743309,0.0,0.0,0.0,0.0,0.0
"('text', 'род')",0.0,5.694528e-07,0.0,0.0,0.0,0.001225478,0.0,1.0087052e-06,0.0,0.0001244113,0.0,0.0,0.0,0.0,0.0,3.045328e-10,2.8688253e-05,0.0,0.0,0.0009725565,0.0,0.0,0.00068698067,0.0,2.670424e-06
"('text', 'коли')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.695333e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001327,0.0,0.0
"('text', 'парижский')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.635e-05,0.0,0.0
"('text', 'опасение')",0.0,0.0,0.0,0.0,0.0,0.00010424427,0.0,2.0685818e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.186894e-15,0.0,0.00053193374,0.0,0.00011144385,0.0,0.0,7.917713e-05,0.0,0.0
"('text', 'фрукт')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006575248,0.0,0.0,0.0,0.0,0.0,0.00014683302,0.0,0.0
"('text', 'елизавета')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6106855e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'окрасить')",0.0,0.0,0.0,0.0,0.0,5.0529783e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019905002,0.0,0.0
"('text', 'отлицензироваться')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.635e-05,0.0,0.0
"('text', 'госчиновник')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'местный')",0.0,0.0,0.0014175524,0.0,0.0,0.0008301886,0.0,0.0015583283,0.0,0.002172586,0.0,0.0,0.0,0.0,0.0,1.1328985e-13,0.001101994,0.00080679817,0.0,0.0006050856,0.0023473925,0.0,0.0003168943,0.0,3.479226e-05
"('text', 'подтверждаться')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'название')",0.0,0.0,0.0,0.0,0.0,0.0,0.00057246,0.0,0.0,5.522958e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0433788e-07,0.0,0.00023335886,0.0010342102,0.0,0.00034358317,0.0,0.0
"('text', 'депутатский')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6106855e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'преподавать')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.916029e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'физкультура')",0.0,0.0,0.0,0.0,0.0,1.1706689e-12,0.0,0.00037349685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00057136425,0.0,0.0,0.0,3.30551e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'исследователь')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008529159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015408259,0.0,0.0
"('text', 'станок')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030979424,0.0,0.0,0.0,0.0,0.0,0.0,6.635155e-05,0.0,5.8924796e-15
"('text', 'исполнить')",0.0,0.0,0.0,0.0,0.0,0.00017816953,0.0,0.00012819577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0457418e-06,0.0,0.0,0.00016599346,0.0,0.0,0.00053052726,0.0,6.330894e-07
"('text', 'новоявленный')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.640496e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'смещение')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'сглаживать')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038770295,0.0,0.0,0.0,0.0,1.1490608e-12,0.0,0.0
"('text', 'реализовать')",0.0,0.00021730633,6.43663e-14,0.0,0.0,0.00042720174,0.0,0.0009010206,0.0,7.6588584e-08,0.0,0.0,0.0,0.0,0.0,0.0008096472,0.0,0.0007485878,0.0,0.00056831725,0.0014909733,0.0,0.000104173734,0.0,0.0013213607
"('text', 'назвать')",0.0,0.0005839906,0.0,0.0,0.0,0.00027213103,0.0,1.5584917e-11,0.0,7.3003664e-10,0.0,0.0,0.0,0.0,0.0,0.00014647192,0.0,0.0009321951,0.0,0.0004958242,0.0,0.0,0.00012142126,0.0,0.0016105709
"('text', 'лыжница')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'министр')",0.0,1.4202413e-15,0.0,0.0,0.0,0.0008353939,0.0,0.00029434983,0.0,1.4089493e-07,0.0,0.0,0.0,0.0,0.0,0.0014155345,0.0014457104,1.1423834e-16,0.0,0.00016897397,0.0021398584,0.0,0.0008857581,0.0,2.724321e-15
"('text', 'переговорный')",0.0,0.0,0.0,0.0,0.0,6.412663e-05,0.0,0.00048183056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015796961,0.0,0.0,0.0,0.00013285544,0.0,0.0,0.0,0.0,0.0
"('text', 'ухудшение')",0.0,0.0,0.0,0.0,0.0,0.00010105956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6106855e-05,0.0,0.0,6.635e-05,0.0,0.0
"('text', 'пародия')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011248959,0.0,0.0,0.0,0.0
"('text', 'стадион')",0.0,0.0030815701,0.0,0.0,0.0,3.9711882e-16,1.3043901e-05,0.0,0.0,7.03031e-16,0.0,0.0,0.0,0.0,0.0,0.0026200113,0.0,0.0007424812,0.0,6.677154e-05,0.0,0.0,0.0,0.0,1.4675161e-14
"('text', 'выкладывать')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013280992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'убийство')",0.0,1.2011321e-15,0.0,0.0,0.0,0.00032207507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00062382815,0.0018700764,0.0,0.00010270174,0.0,0.0,0.0,0.0,0.0
"('text', 'рыбка')",0.0,0.0,0.0,0.0,0.0,0.0,0.0012632948,0.0,0.0,1.0685464e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'завоз')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036795033,0.0,0.0,0.00019832057,0.0,0.0,0.0,0.0,0.0
"('text', 'мусорный')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026561983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'оформить')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035559398,0.0,0.0,0.0,0.0,0.0,0.00013877357,0.0,0.0,0.0,9.086873e-05,0.0,0.0,6.6351626e-05,0.0,0.0
"('text', 'сравнение')",0.0,0.0,0.0,0.0,0.0,0.00024768722,0.0,0.0006398178,0.0,6.910674e-14,0.0,0.0,0.0,0.0,0.0,0.00044749698,0.00012956918,0.00031346176,0.0,0.00016578464,0.0,0.0,0.00045028894,0.0,0.0
"('text', 'областной')",0.0,0.0,0.0,0.0,0.0,0.00010105953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.610687e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'арестовать')",0.0,0.0,0.0,0.0,0.0,0.00010108926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00073568436,0.0,0.0,0.0,0.0,0.0,4.6763917e-14,0.0,0.0
"('text', 'мусороперерабатывающий')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4705985e-09,0.0,0.0,0.0,0.0,6.634838e-05,0.0,0.0
"('text', 'нм')",0.0,0.0,0.0,0.0,0.0,2.7586178e-12,0.0013120696,0.0005071944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033363045,0.0,0.0,0.0,0.0,0.0001482405,0.0,0.00024200308
"('text', 'глазной')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.640496e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'мусор')",0.0,0.0,0.0,0.0,0.0,0.0,0.00199357,0.0,0.0,0.0009361632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1913169e-14,0.0,0.0
"('text', 'равный')",0.0,0.00086415367,0.0,0.0,0.0,0.00023356244,0.0,0.0003911813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.625032e-05,0.0,0.0,7.638414e-09,0.0,0.0
"('text', 'персонаж')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002846187,0.0,6.645291e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'сухарев')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036795033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'нежели')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036795033,0.0,0.0,0.0,0.0011248959,0.0,0.0,0.0,0.0
"('text', 'цвета')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026540004,0.0,0.0
"('text', 'роды')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'президент')",0.0,8.347285e-05,3.859892e-13,0.0,0.0,0.0013438917,0.0009397206,2.23601e-05,0.0,0.005092815,0.0,0.0012537568,0.0,0.0,0.0,0.00014656995,0.006290645,0.0005503211,0.0,0.0008748807,0.0028142468,0.0,0.0017880149,0.0,0.00064244284
"('text', 'повесть')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2322338e-08,0.0,3.0033934e-11,0.0,0.0,0.0,0.0,0.00013268186,0.0,0.0
"('text', 'порусски')",0.0,0.0,0.0,0.0,0.0,5.8632756e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015489892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'топтаться')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038770295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', '56')",0.0,0.00047392584,0.0,0.0,0.0,5.0762505e-05,0.0,0.0,0.0,7.403333e-05,0.0,0.0,0.0,0.0,0.0,0.0001541307,0.0,0.0,0.0,5.749366e-05,0.0,0.0,6.961997e-05,0.0,0.0
"('text', 'абдурахман')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036795033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'видоизменнный')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9319395e-10,0.0,0.0,0.0,0.0,0.0,6.6349974e-05,0.0,0.0
"('text', 'добивать')",0.0,0.0,0.0,0.0,0.0,5.0702896e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038637477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', '2020')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1079087e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008895637,0.0,0.0,0.000111460795,0.0,0.0,0.0,0.0017150366
"('text', 'дорохов')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000387703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'высчитывать')",0.0,0.00043210725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.30481444e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'медицина')",0.0,0.0013623133,0.0,0.0,0.0,5.7663598e-05,0.0,0.00038946822,0.0,0.0009228689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7064765e-14,0.0,2.6197555e-09,0.0,0.0,0.00043193315,0.0,0.0009826377
"('text', 'стрелять')",0.0,0.0,0.0,0.0,0.0,5.2688803e-05,0.0,2.6303226e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034331312,0.0003599705,0.0,6.6106855e-05,0.0,0.0,7.270371e-05,0.0,0.0
"('text', 'докладывать')",0.0,9.583829e-11,0.0,0.0,0.0,0.0,0.0,1.838965e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004641177,1.7439372e-14,0.0,0.0,0.0,0.0,0.0,0.0003319981,0.0,0.0
"('text', 'правота')",0.0,0.0,0.0,0.0,0.0,5.052978e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3053428e-05,0.0,0.0,0.0,0.0,0.0
"('text', 'подготовиться')",0.0,0.0,0.0,0.0,0.0,5.3365064e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3056476e-05,0.0,0.0,0.00012897092,0.0,0.0
"('text', 'чтонибыть')",0.0,0.0009003304,0.0,0.0,0.0,8.561603e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016982216,2.0993387e-09,0.0,0.0,0.0,0.0,0.0,7.469047e-05,0.0,0.0
"('text', 'абонемент')",0.0,0.0,0.0,0.0,0.0,5.052978e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'сесть')",0.0,0.0,0.0,0.0,0.0,5.0451166e-05,0.0006514133,0.0,0.0,0.001680475,0.0,0.0,0.0,0.0,0.0,0.00023718909,0.0,0.0,0.0,5.688519e-06,0.0,0.0,0.00013558088,0.0,0.0
"('text', 'митридата')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030979785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'скрываться')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038770295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('text', 'природный')",0.0,0.0003554197,0.0028990188,0.0,0.0,1.6213499e-09,0.0,4.163001e-07,0.0,1.6673403e-16,0.0,0.0,0.0,0.0,0.0,5.737431e-05,0.0,0.0,0.0,6.624329e-05,0.0,0.0,0.00014448006,0.0,0.000529282
"('text', 'взаимодействие')",0.0,0.0,0.0,0.0,0.0,4.7623586e-11,0.0,6.0873035e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006156214,9.382242e-15,5.0567522e-11,0.0,0.00016902562,0.0,0.0,0.00016024517,0.0,0.0014896507
"('text', 'жилить')",0.0,5.5481423e-06,0.0,0.0,0.0,0.000120680685,0.0,9.908694e-10,0.0,0.0005554482,0.0,0.0,0.0,0.0,0.0,0.0,0.002293909,0.0,0.0,0.0,0.0,0.0,2.8929296e-11,0.0,0.0
